id,name,datim_code,district_id
349,CENTRE DE SANTE URBAIN DE ANDE,Vmi2JiCUEFC,21
350,CENTRE DE SANTE URBAIN DE ANOUMABA,LJzqGp5emn2,21
351,CENTRE DE SANTE URBAIN DE KANGANDI,lFKU0lhgaA0,21
352,CENTRE DE SANTE URBAIN DE KREGBE,mCaZVYNBiyN,21
353,CENTRE DE SANTE URBAIN DE TIEMELEKRO,cb1A95JlQlg,21
354,DISPENSAIRE CHARITE DE KOTOBI,Numr4k50yXE,21
355,HOPITAL GENERAL DE ARRAH,XTcMkI0LHcN,21
356,HOPITAL GENERAL DE BONGOUANOU,juKoFgqNMPo,21
357,HOPITAL GENERAL DE M'BATTO,e1rlg3GawiE,21
358,MATERNITE DE NZANFOUENOU,B1Egrx8yJt8,21
359,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE BOUAFLE,iuBq6B9hWJW,23
360,CENTRE HOSPITALIER REGIONAL DE BOUAFLE,G2QMiRJwIzl,23
361,CENTRE DE SANTE RURAL DE ANGOVIA,a1esFlSoaxa,23
362,CENTRE DE SANTE RURAL DE BLANFLA,jHzKjaugR1X,23
363,CENTRE DE SANTE RURAL DE BOZI,xEVLX1wRwHd,23
364,CENTRE DE SANTE RURAL DE DANANGORO,yeeBmWGGJ1K,23
365,CENTRE DE SANTE RURAL DE BEGBESSOU,eNZ0athhmzF,23
366,CENTRE DE SANTE RURAL DE N'DENOUKRO,uzBz64hx9nU,23
367,CENTRE DE SANTE RURAL DE N'DOUFFOUKANKRO,SOCv92KlZV9,23
368,CENTRE DE SANTE RURAL DE SIETINFLA,V2CuXy8qPaW,23
369,CENTRE DE SANTE RURAL DE TIBEITA,KULqxG9cqEc,23
370,CENTRE DE SANTE RURAL DE ZAGUIETA,Sl5tuZEWacc,23
371,CENTRE DE SANTE URBAIN DE BONON,CAmRVOTmMUY,23
372,CENTRE DE SANTE URBAIN DE PAKOUABO,fKp7f65DM7a,23
373,DISPENSAIRE ANUNCIATA,a9rLs3gKp7y,23
374,INFIRMERIE MAC BOUAFLE,gpXpgmYKAqz,23
375,MATERNITE MUNICIPALE DE DIOULABOUGOU,oicHUaCnggb,23
376,PROTECTION MATERNELLE INFANTILE DE BOUAFLE,ZFBivGKOLCV,23
377,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE BOUAFLE,IassMOG2mpm,23
378,CENTRE DE SANTE COMMUNAUTAIRE DE KOTTIAKOFFIKRO,tYt9Rz8uW9G,24
379,CENTRE DE SANTE RURAL DE BAMORO,ghFoSZae9ak,24
380,CENTRE DE SANTE RURAL DE BOUNDA,szoABjuJn6L,24
381,CENTRE DE SANTE RURAL DE MAMINI,vAJSojNHKLQ,24
382,CENTRE DE SANTE RURAL DE SAMINIKRO,o4eh4YHpFXL,24
383,CENTRE DE SANTE URBAIN DE BELLEVILLE,woYR7HKbMp3,24
384,CENTRE DE SANTE URBAIN DE BROBO,OmmOflqcTKQ,24
385,CENTRE DE SANTE URBAIN DE SOKOURA,vhKgpQlUa7U,24
386,DISPENSAIRE RURAL DE LANGBASSOU,MICbTVQv5Dm,24
387,HOPITAL GENERAL HMI DE ATTIENKRO,Pq2uEF12yeA,24
388,PROTECTION MATERNELLE INFANTILE DE SOKOURA,N0sJwaTfqxP,24
389,CENTRE ANTITUBERCULEUX DE BOUAKE,Z86piAroR5x,25
390,CENTRE HOSPITALIER UNIVERSITAIRE DE BOUAKE,ynCitxxWTKs,25
391,CENTRE SOLIDARITE ACTION SOCIALE DE BOUAKE,MDsMk1TPvnu,25
392,CENTRE MEDICO-CHIRURGICAL JEAN BAPTISTE VTELOT DE BOUAKE,rQqUBpDBDuN,25
393,CENTRE DE SANTE RURAL DE ANGOUA YAOKRO,kR6dhJhIyNM,25
394,CENTRE DE SANTE RURAL DE BENDEKOUASSIKRO,GzNU4qken82,25
395,CENTRE DE SANTE URBAIN DE AHOUGNASSOU,e30b3dEvV1u,25
396,CENTRE DE SANTE URBAIN DE BOTRO,ve3CWGCk9fm,25
397,CENTRE DE SANTE URBAIN DE BROUKRO,sm7jj3W6jjx,25
398,CENTRE DE SANTE URBAIN DE DAR-ES-SALAM,RZGz8GzWvfn,25
399,CENTRE DE SANTE URBAIN DE DIABO,Uq1znuIgRnJ,25
400,CENTRE DE SANTE URBAIN DE DIEZOU (CENTRE DE SANTE URBAIN DE DJEZOUKOUAMEKRO),ayi8krI6h5Z,25
401,CENTRE DE SANTE CATHOLIQUE DE DJEBONOUA,EWtFxfh46sv,26
402,CENTRE DE SANTE RURAL DE ASSOUAKRO,D6l4Ko935IS,26
403,CENTRE DE SANTE RURAL DE KONGODEKRO,ostbY0r7mr4,26
404,CENTRE DE SANTE RURAL DE LENGBRE,i7vnasUyqg3,26
405,CENTRE DE SANTE RURAL DE TIEPLE,MWSZA6XQDmh,26
406,CENTRE DE SANTE URBAIN DE AIR-FRANCE,DTWw5UyE0ln,26
407,CENTRE DE SANTE URBAIN DE KOKO,sbth6sIgHa8,26
408,CENTRE DE SANTE URBAIN DE NIMBO,hBlWrDZRwjK,26
409,HOPITAL SAINT CAMILLE,J9m5O92ooTL,26
410,CENTRE DE SANTE URBAIN NOTRE DAME DES APOTRES DE BOUAKE SUD,yMx4P2drFxe,26
411,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE 2 DE BOUAKE,hZGFJolW7wR,26
412,CENTRE DE SANTE URBAIN DE DJEBONOUA,YNWLJ451o8B,26
413,CENTRE MEDICO-SOCIAL FLAMBOYANT,QNwBVCDmLuQ,27
414,CENTRE DE SANTE RURAL DE BOUKO,aYFryNnDjr2,27
415,CENTRE DE SANTE RURAL DE ONDEFIDOUO,lbfhmIUpEXS,27
416,CENTRE DE SANTE RURAL DE VARALE,J3QTPlyYw91,27
417,CENTRE DE SANTE URBAIN DE DOROPO,quDtzuHK4se,27
418,CENTRE DE SANTE URBAIN DE TEHINI,jD4VPooKJEJ,27
419,DISPENSAIRE RURAL DE DANOA,TVLTkknGaKO,27
420,DISPENSAIRE RURAL DE NIANDEGUE,wyX7pw0UDeT,27
421,DISPENSAIRE RURAL DE YOUNDOUO,GFJMPkvXytw,27
422,HBL DOROPO (HG CONFESSIONNEL BAPTISTE DE DOROPO),GvNgReWUXhZ,27
423,HOPITAL GENERAL DE BOUNA,HqFLLVVDDmz,27
424,PROTECTION MATERNELLE INFANTILE DE BOUNA,dyUKpjGXGy2,27
425,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE BOUNA,FqfKMjj0Rif,27
426,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE BOUNDIALI,D0wT7SouOOo,28
427,CENTRE DE SANTE RURAL DE BAYA,nr1OoIdOL7g,28
428,CENTRE DE SANTE RURAL DE WORA,PsfKufeDktu,28
429,CENTRE DE SANTE URBAIN DE BLESSEGUE,EBrtl6zi7Kh,28
430,CENTRE DE SANTE URBAIN DE GANAONI,Q38R5Q40UT3,28
431,CENTRE DE SANTE URBAIN DE GBON,ZsS2gKMCsqh,28
432,CENTRE DE SANTE URBAIN DE KASSERE (CSU-DM PUBLIC DE KASSERE),HijfOGeDSG5,28
433,CENTRE DE SANTE URBAIN DE KOLIA,JEbu2H9I5fX,28
434,CENTRE DE SANTE URBAIN DE KOUTO,mAqvjAtp7mo,28
435,CENTRE DE SANTE URBAIN DE SIEMPURGO,caaXnm1x0ln,28
436,HOPITAL GENERAL DE BOUNDIALI,X64coVRGwaP,28
437,MATERNITE DE BELLE,LYIju2j8UCf,28
438,SERVICE DE GYNECO-OBSTETRIQUE CENTRE HOSPITALIER UNIVERSITAIRE DE YOPOUGON,s2AbnSklReo,110
439,LABORATOIRE DU CENTRE HOSPITALIER UNIVERSITAIRE DE YOPOUGON,sq3DPJE5tdf,110
440,SERVICE DE MEDECINE GENERALE DU CENTRE HOSPITALIER UNIVERSITAIRE DE YOPOUGON,O3T80fUUkZ8,110
441,SERVICE DE PEDIATRIE DU CENTRE HOSPITALIER UNIVERSITAIRE DE YOPOUGON,nObBvD6MMIq,110
442,SERVICE ORL DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,frIibCvvmGI,30
443,SERVICE D'UROLOGIE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,IK3mxt0GgbO,30
444,SERVICE DE CHIRURGIE DIGESTIVE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,MabYR1imDrm,30
445,SERVICE DE CHIRURGIE PEDIATRIQUE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,PxANOncrWxU,30
446,SERVICE DE GASTRO-ENTEROLOGIE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,aKCnEGFduXy,30
447,SERVICE DE GYNECO-OBSTETRIQUE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,M8qqoUnqVgY,30
448,SERVICE DE NEUROLOGIE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,SSnv9cOAJnj,30
449,SERVICE DE PEDIATRIE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,wyXI81IDYoL,30
450,SERVICE DE PNEUMO-PHYSIOLOGIE (PPH) DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,go807jkK03t,30
451,SERVICE DE RHUMATOLOGIE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,eWOPbhKt6OT,30
452,SERVICE DE STOMATOLOGIE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,v8BdQddxLn5,30
453,SERVICE DE TRAUMATOLOGIE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,ZXP8k0vFJpf,30
454,SERVICE DES URGENCES DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,m7SDoEvx8bc,30
455,CENTRE MEDICAL MERE MARIA ELISA,EnxQrngVOeB,30
456,CENTRE DE SANTE RURAL DE ELOKA,gb2fUUj3khO,30
457,CENTRE DE SANTE URBAIN DE AKOUEDO,plt6lwJuLx3,30
458,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE ANGRE,whYVAxEpVGw,30
459,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE ANONO,lY5I355bGiH,30
460,COMPLEXE SOCIO-URBAIN COMMUNAUTAIRE HKB DE BLOCKAUSS,BPnVbUZctFW,30
461,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE NIMATOULAYE,rqN3otPT64q,30
462,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE RIVIERA PALMERAIE,PrUsu2ZQ0Z6,30
463,DISPENSAIRE MUNICIPAL DE M'POUTO,LgPAhLzzA8A,30
464,FORMATION SANITAIRE URBAINE DE COCODY/DISPENSAIRE URBAIN COCODY,J9rxdtGclkj,30
465,DISPENSAIRE RURAL DE M'BADON,TZYfrVlKmRp,30
466,HOPITAL GENERAL DE BINGERVILLE,Qihe19zckNF,30
467,INSTITUT PASTEUR DE COTE D'IVOIRE,PyJz9rI7oUi,30
468,FORMATION SANITAIRE URBAINE DE COCODY/PROTECTION MATERNELLE INFANTILE  COCODY,Ne53yaOABpK,30
469,CENTRE DE SANTE RURAL DE BOKALA,NMf932KuBdw,31
470,CENTRE DE SANTE RURAL DE FENESSIGUEDOUGOU,M4BMrpyMYMw,31
471,CENTRE DE SANTE RURAL DE KOGBERA,Wc1mG1axoeL,31
472,CENTRE DE SANTE RURAL DE M'BORLADIOULASSO,kzZ65CAbXNx,31
473,CENTRE DE SANTE RURAL DE NIEMENE,WyJLo5mQ0od,31
474,CENTRE DE SANTE RURAL DE TENDENE,JaFWsaQWJyj,31
475,CENTRE DE SANTE URBAIN DE BASSAWA,jlUZUPyGyP1,31
476,CENTRE DE SANTE URBAIN DE BONIEREDOUGOU,K0NCLconSqU,31
477,CENTRE DE SANTE URBAIN DE FOUMBOLO,RmbctoFgS57,31
478,CENTRE DE SANTE URBAIN DE SATAMA SOKORO,hOWvVDd61G3,31
479,CENTRE DE SANTE URBAIN DE SATAMA SOKOURA,BNH2cDUOmvq,31
480,HOPITAL GENERAL DE DABAKALA,XUu7mtHI2t0,31
481,CENTRE DE SANTE CHRIST ROI DE LOPOU,yccvW73b5aO,32
482,CENTRE DE SANTE RURAL DE BOUBOURY,oQiOOPLOi1J,32
483,CENTRE DE SANTE RURAL DE COSROU,iks4jAHX416,32
484,CENTRE DE SANTE RURAL DE NGATTY,IM7k6aR7jJl,32
485,CENTRE DE SANTE RURAL DE NOUVEL OUSROU,X73SgiUllRZ,32
486,CENTRE DE SANTE RURAL DE ORBAFF,FTyyJGKYtnu,32
487,CENTRE DE SANTE RURAL DE VIEL AKLODJ,kS86L2G7IIF,32
488,CENTRE DE SANTE RURAL DE VIEUX BADIEN,euZiOLJtyEl,32
489,CENTRE DE SANTE URBAIN DE DEBRIMOU,IpMPuVyPmQN,32
490,CENTRE DE SANTE URBAIN DE LOPOU,pLKtUrAnJS2,32
491,CENTRE DE SANTE URBAIN DE TOUPAH,vaU46mcF0N8,32
492,HOPITAL GENERAL DE DABOU,NZe6CaMdQFp,32
493,HOPITAL METHODISTE DE DABOU,XFrMNHnChSi,32
494,INFIRMERIE MAC DABOU,gHqmIKPqgzj,32
495,CENTRE DE SANTE PHCI DE COSROU,jdSQZO4EKlT,32
496,CENTRE DE SANTE SAPH DE TOUPAH,Mw2as1REPZL,32
497,AIBEF DALOA,eDb9R5g35bW,33
498,CENTRE ANTITUBERCULEUX DE DALOA,RjZJ1kv1Swj,33
499,CMM DALOA,cgZN7tHwZ1c,33
500,CENTRE HOSPITALIER REGIONAL DE DALOA,Ec7mRNOV6he,33
501,CENTRE DE SANTE SAINT-MICHEL ZOUKOUGBEU,ZTBS7zt3UDa,33
502,CENTRE DE SANTE RURAL DE BOBOUA-BAHOUAN,jRMX4QH833v,33
503,CENTRE DE SANTE RURAL DE DIGBAPIA,v37zeEgPVXR,33
504,CENTRE DE SANTE RURAL DE ZAHIA,jNUnLOsHXhx,33
505,CENTRE DE SANTE RURAL DE ZALIHOUAN,gaIjxhtwxBa,33
506,CENTRE DE SANTE URBAIN DE BEDIALA,LAEmBwdgmeM,33
507,CENTRE DE SANTE URBAIN DE GADOUAN,K4T5hiBa8tW,33
508,CENTRE DE SANTE URBAIN DE GARAGE,VvHQjVGG4FU,33
509,CENTRE DE SANTE URBAIN DE GBOGUHE,mKEg3UWzOf3,33
510,CENTRE DE SANTE URBAIN DE GONATE,h1sq0ZD250d,33
511,CENTRE DE SANTE URBAIN DE GUESSABO,MW13s0u4Zdj,33
512,CENTRE DE SANTE URBAIN DE ZAIBO,hgB6abOdOXT,33
513,DISPENSAIRE CATHOLIQUE NOTRE DAME DE LA PROVIDENCE,HrocvjPYeYs,33
514,DISPENSAIRE DON TONINO PULLEGA,UvTDJiDncEK,33
515,DISPENSAIRE URBAIN DE DALOA,nntUTIaA6M8,33
516,FS-PN DALOA,B57FUOfOZZq,33
517,HOPITAL GENERAL DE ZOUKOUGBEU,yFx5u9aypqK,33
518,MATERNITE MUNICIPALE DE DALOA,qwZnmWhPbAN,33
519,PROTECTION MATERNELLE INFANTILE DE DALOA,cxtaGJlcJhl,33
520,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE DALOA,rKUvVvA4ObO,33
521,CENTRE DE SANTE RURAL DE GBEUNTA,XWa0iTUDYg0,34
522,CENTRE DE SANTE RURAL DE KOUANHOULE,yf8rrygWmah,34
523,CENTRE DE SANTE URBAIN DE MAHAPLEU,qwOsEA4PxKG,34
524,HOPITAL GENERAL DE DANANE,t3MTBIqlZw4,34
525,CENTRE DE SANTE RURAL DE KONGOTI,FyqxvFtQwcp,35
526,CENTRE DE SANTE RURAL DE N'GATTAKRO,HRAphJIgVys,35
527,CENTRE DE SANTE RURAL DE SAMAZAN,UaYbJTrI5Uv,35
528,CENTRE DE SANTE RURAL DE ZANZANSOU,r4Pw0z1fDIq,35
529,CENTRE DE SANTE URBAIN DE ANANDA,dIM0yuRa16R,35
530,CENTRE DE SANTE URBAIN DE ETTROKRO,E4wcx5gzxAC,35
531,CENTRE DE SANTE URBAIN DE OUELLE,c8OOe5YlB4u,35
532,HOPITAL GENERAL DE DAOUKRO,HhVWCgr9wtT,35
533,HOPITAL GENERAL DE PRIKRO,t59rnoDkOyB,83
534,MATERNITE PRIVE ESPERANCE DE DAOUKRO,wGsGr2dTdqL,35
535,PROTECTION MATERNELLE INFANTILE DE DAOUKRO,ImLvi4OXva1,35
536,HOPITAL GENERAL DE DIDIEVI,CkET6aMsNJX,37
537,CENTRE HOSPITALIER REGIONAL DE DIMBOKRO,MgblWhEb2oF,39
538,CENTRE DE SANTE RURAL DE ABIGUI,yZKhEPvmcl2,39
539,CENTRE DE SANTE RURAL DE NOFOU,kpESTg2oQNn,39
540,CENTRE DE SANTE RURAL DE SOUNGASSOU,xIKHgBv6o0W,39
541,DISPENSAIRE RURAL DE DIANGOKRO,MT5TSbtJkIV,39
542,CENTRE DE SANTE NOTRE DAME DES APOTRES DE DIMBOKRO,uSWdIYtHbg5,39
543,PROTECTION MATERNELLE INFANTILE DE DIMBOKRO,uX1xxVyYLv2,39
544,CENTRE ANTITUBERCULEUX DE DIVO,bd6oIEUueap,40
545,CENTRE HOSPITALIER REGIONAL DE DIVO,K1g4oEDOXBv,40
546,CENTRE MEDICO-SOCIAL PALMCI DE DIVO,VYhmMDtx8y4,40
547,CENTRE DE SANTE RURAL DE AKABIA,ySvrFDQQ0ja,40
548,CENTRE DE SANTE RURAL DE CHIEPO,euEc5zj6GvF,40
549,CENTRE DE SANTE RURAL DE GROBIAKOKO,cWntQczkzKB,40
550,CENTRE DE SANTE RURAL DE HERMANKONO DIES,Ok5BoWpxGWI,51
551,CENTRE DE SANTE RURAL DE TIEGBA,mTIurNbswPz,51
552,CENTRE DE SANTE URBAIN DE HERMANKONO GARO,Dz2KuDvL6Yx,40
553,CENTRE DE SANTE URBAIN DE HIRE,ZDlacRu8SXt,40
554,CENTRE DE SANTE URBAIN DE YOCOBOUE,v5C8IkpGThi,51
555,DISPENSAIRE URBAIN DIVO,WFg7v5GdR5T,40
556,HOPITAL GENERAL DE GUITRY,Nhs093W55XQ,51
557,PROTECTION MATERNELLE INFANTILE DE CATHOLIQUE DE GUITRY,pjUArQ4yRxD,51
558,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE DIVO,Km0rBu8fOYi,40
559,CENTRE MEDICO-SOCIAL TANRHY DUEKOUE,EXKbHbWyeXp,42
560,CENTRE DE SANTE URBAIN DE GUEZON,qFaxKBYLbtP,42
561,HOPITAL GENERAL DE DUEKOUE,I7ZsB5h28Zf,42
562,CENTRE MEDICO-SOCIAL SUCAF 1,msPcJG4PETv,43
563,CENTRE DE SANTE RURAL DE SIKOLO,bxV6kZc3beh,43
564,CENTRE DE SANTE URBAIN DE KONG,ixiOaqD1kBD,43
565,CENTRE DE SANTE URBAIN DE KOUMBALA,qyxAbd2PNfk,43
566,HOPITAL BAPTISTE DE FERKESSEDOUGOU,qZsOufCjCqw,43
567,HOPITAL GENERAL DE FERKESSEDOUGOU,azUdaE9OFY9,43
568,CENTRE DE SANTE NDA DE FERKESSEDOUGOU,WhOwVkStlfs,43
569,PROTECTION MATERNELLE INFANTILE DE FERKESSEDOUGOU,qjdD2UKNzr0,43
570,CENTRE MEDICO-SOCIAL FRANZISCA DE GBAGBAM,LIYZrb8bPVx,44
571,CENTRE DE SANTE RURAL DE DASSIOKO,XvBS6vZAyaZ,44
572,CENTRE DE SANTE URBAIN DE GBAGBAM,zvu7JNoz37j,44
573,DISPENSAIRE RURAL DE DAHIRI,aSdyJWnZfpQ,44
574,HOPITAL GENERAL DE FRESCO,b5OtxvgkUxn,44
575,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE FRESCO,shnKhzIUdnj,44
576,CENTRE ANTITUBERCULEUX DE GAGNOA,i1fy6gOnUmE,45
577,CENTRE HOSPITALIER REGIONAL DE GAGNOA,oNHHrsZvHo3,45
578,CENTRE DE SANTE NDC DE GUIBEROUA,ieWLyiAoqHc,46
579,CENTRE DE SANTE RURAL DE BOBIA,OaK3bWrc2kk,45
580,CENTRE DE SANTE RURAL DE DOUKOUYO,VtjBzLcYW1Y,45
581,CENTRE DE SANTE RURAL DE DRIBOUO,fn6vFeyLaTl,46
582,CENTRE DE SANTE RURAL DE GUESSIHIO,eWlMqJtngs3,45
583,CENTRE DE SANTE RURAL DE KOSSEHOUA,HT9RauZ6ykM,45
584,CENTRE DE SANTE RURAL DE KRAGBALILIE,s7d339QE4z1,45
585,CENTRE DE SANTE RURAL DE LOGOBIA,Ew5PkVh2sqz,45
586,CENTRE DE SANTE URBAIN DE BAYOTA,OVwkIn9Ztx4,46
587,CENTRE DE SANTE URBAIN DE DIGNAGO,f03RYG27ekp,46
588,CENTRE DE SANTE URBAIN DE GAGNOA,yzzrR3mDzVm,45
589,CENTRE DE SANTE URBAIN DE GALEBRE,EYT8XCfOpRJ,45
590,CENTRE DE SANTE URBAIN DE GNANGBODOUGNOA,olmuDT1Nv0F,45
591,CENTRE DE SANTE URBAIN DE GUIBEROUA,j6WNVP3m6Hh,46
592,CENTRE DE SANTE URBAIN DE OURAGAHIO,Q0Fln7wLo2n,46
593,CENTRE DE SANTE URBAIN DE SERIHIO,EhcR7iW7DR2,45
594,DISPENSAIRE URBAIN DE GAGNOA,NndeUAA1wqj,45
595,HOPITAL GENERAL DE GAGNOA,IT1KoKVtD12,45
596,INFIRMERIE MAC GAGNOA,BXCISglbwPk,45
597,CENTRE DE SANTE NOTRE DAME DES APOTRES DE GAGNOA,HSxrGhdRE35,45
598,PROTECTION MATERNELLE INFANTILE DE GAGNOA,ROW5NKYawBn,45
599,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE GAGNOA,Gn6my6pgtVU,45
600,CENTRE MEDICO-SOCIAL YOCOBOUE PI,vH1zSEW5hEz,48
601,CENTRE MEDICO-SOCIAL TAMABO PI,xwHGDax9GGt,48
602,CENTRE DE SANTE RURAL DE AHOUANOU,DcUEwOvOsVp,48
603,CENTRE DE SANTE RURAL DE BACANDA,WR7Qz7r8Ia1,48
604,CENTRE DE SANTE RURAL DE BRAFFEDON,YpsWsqLV05j,48
605,CENTRE DE SANTE RURAL DE EBOUNOU,cI7TlVYAJsz,48
606,CENTRE DE SANTE RURAL DE LAHOU KPANDA,VEalGLhr2Zo,48
607,CENTRE DE SANTE RURAL DE LIBOLI,F7Vgded1xLt,48
608,CENTRE DE SANTE RURAL DE TIEVIESSOU,l2EZA7nSIci,48
609,CENTRE DE SANTE RURAL DE TOUKOUZOU,zWQuHheaj8U,48
610,DISPENSAIRE RURAL DE DIATEKET,zvrCpZOduTM,48
611,DISPENSAIRE RURAL DE DONGBO TAMABO,rKv6RFPZ6lt,48
612,DISPENSAIRE RURAL DE KOKROM,BYUt7NqBxIO,48
613,HOPITAL GENERAL DE GRAND LAHOU,n4IUjvzuYCy,48
614,INFIRMERIE LYCEE PROFESSIONEL DE GRAND LAHOU,vkldiudfWxT,48
615,CENTRE DE SANTE RURAL DE BALEKO,Us4dHK3Hfq4,49
616,CENTRE DE SANTE URBAIN DE DABOUYO 3,nEBMaKaJCBe,49
617,DISPENSAIRE RURAL DE KOSSOYO,DVOcPGi4hfI,49
618,DISPENSAIRE RURAL DE ZOHOURAYO,mkAOsHKdqwr,49
619,HOPITAL GENERAL DE GUEYO,Cgax5STMB1c,49
620,CIP/CAMES GUIGLO,bDFiJhmk0tr,50
621,CENTRE HEVEICOLE DU CAVALLY,hANfUxdXyqg,50
622,CENTRE HOSPITALIER REGIONAL DE GUIGLO,eZ65znQhvg3,50
623,CENTRE MEDICO-SOCIAL TANRHY GUIGLO,hVQAqKaQWe7,50
624,CENTRE DE SANTE URBAIN DE ZAGNE,DaIKOGIcIWi,50
625,HOPITAL GENERAL DE TAI,KAEOI9BygcC,50
626,PROTECTION MATERNELLE INFANTILE DE GUIGLO,n0qjSXBB4rJ,50
627,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE ISSIA,Q56BfUWL5NA,52
628,CENTRE DE SANTE LUEHOUAN2,ZXUp2eaEzD4,52
629,CENTRE DE SANTE INTEGRE DE NIAKIA,T8QGleXLGku,52
630,CENTRE DE SANTE RURAL DE BEKORA,W4vrC3F9UYK,52
631,CENTRE DE SANTE RURAL DE BEMADI,MnroiTyxqsO,52
632,CENTRE DE SANTE RURAL DE BROMA,xQCWPWnJIlA,52
633,CENTRE DE SANTE RURAL DE DIASSA,p3OD62QhxPp,52
634,CENTRE DE SANTE RURAL DE GABIA,MndGMkhsBdv,52
635,CENTRE DE SANTE RURAL DE GAZIBOUO,WIidxkNtn10,52
636,CENTRE DE SANTE RURAL DE GOGOGUHE,aRAAvsg2E6N,52
637,CENTRE DE SANTE RURAL DE MAPAIX,TjXaoQRexLS,52
638,CENTRE DE SANTE RURAL DE TEZIE,AgDZuF0V26Z,52
639,CENTRE DE SANTE URBAIN DE BOGUEDIA,oyWXOQHzgi3,52
640,CENTRE DE SANTE URBAIN DE IBOGUHE,AbcylX6Ayuq,52
641,CENTRE DE SANTE URBAIN DE NAHIO,Pq50tiZr8gA,52
642,CENTRE DE SANTE URBAIN DE SAIOUA,RT26x16A8En,52
643,DISPENSAIRE RURAL DE BROKOUA,hYN1GIxtpn2,52
644,DISPENSAIRE RURAL DE GOLIHOA,ifcweJA1Kq9,52
645,DISPENSAIRE URBAIN DE ISSIA,Zk5pDE9jpER,52
646,HOPITAL GENERAL DE ISSIA,X5HQFhjt6aj,52
647,PROTECTION MATERNELLE INFANTILE DE ISSIA,NUGgrgw8esc,52
648,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE ISSIA,voDuCAWg9vl,52
649,CENTRE DE SANTE RURAL DE ABRACO,sW0f4TX4sYB,53
650,CENTRE DE SANTE RURAL DE ADDAH,Uxm37XIQErv,53
651,CENTRE DE SANTE RURAL DE ADESSE,rdtUnw2QlHu,53
652,CENTRE DE SANTE RURAL DE AVAGOU,YJXYw4oXTcr,53
653,CENTRE DE SANTE RURAL DE IROBO,KrvkBkLSn2i,53
654,CENTRE DE SANTE RURAL DE KOUVE,Mbrj9Jw5HW0,53
655,CENTRE DE SANTE RURAL DE NIGUI ASSOKO,RCwczTpkx2F,53
656,CENTRE DE SANTE RURAL DE NIGUI SAFF,OyNtnM3PKQu,53
657,CENTRE DE SANTE RURAL DE SASSAKO,WigiVe0n0Lp,53
658,CENTRE DE SANTE RURAL DE TIAGBA,y94Qhqsm8P5,53
659,DISPENSAIRE RURAL DE N'DJEM,kgm8WoDwzq8,53
660,HOPITAL GENERAL DE JACQUEVILLE,nWpjmVkF9sw,53
661,CENTRE HOSPITALIER REGIONAL DE KATIOLA,IQZM9HexoHA,56
662,CENTRE DE SANTE URBAIN DE FRONAN,iZX14wnb8GQ,56
663,CENTRE DE SANTE URBAIN DE TIMBE,A4gVM0f2Kvq,56
664,PROTECTION MATERNELLE INFANTILE DE KATIOLA,untPqET4F65,56
665,AIBEF KORHOGO,ZtTcJvUvsqL,58
666,CENTRE ANTITUBERCULEUX DE KORHOGO,ZpYUabTKv2q,58
667,CENTRE HOSPITALIER REGIONAL DE KORHOGO,uW4mrKVBnDR,58
668,CENTRE NATIONAL DE TRANSFUSION SANGUINE CROIX ROUGE,NhbXOabqDvx,58
669,CENTRE DE SANTE INTEGRE DE PEGUEKAHA,cIDomxIhkhY,58
670,CENTRE DE SANTE INTEGRE DE WARANIERE,OoxmipFAfQk,58
671,CENTRE DE SANTE RURAL DE KAFIOKAHA2,vGhhZoemya3,58
672,CENTRE DE SANTE RURAL DE KIEMOU,JuOKKXafFpP,58
